test_no,model_year,make,model,body_style,crash_type,crash_type_rule,test_config_code,test_config_label,impact_speed_value,impact_speed_unit,load_cell_barrier_family,load_cell_barrier_classification_id,load_cell_barrier_config_version,test_weight_kg,curb_weight_kg,length_mm,width_mm,wheelbase_mm,vax_crush_distance_mm
9784,2016,FORD,F150 PICKUP,4 DOOR PICKUP,Validation New Car Assessment Test,side,VTP,VEHICLE INTO POLE,32.23,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2343.0,,4070.0,1695.0,2530.0,394.0
9785,2016,TOYOTA,SIENNA,MINIVAN,Validation New Car Assessment Test,side,VTP,VEHICLE INTO POLE,32.23,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2155.0,,5080.0,1980.0,3030.0,345.0
9792,2017,HYUNDAI,ELANTRA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.4,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1375.0,1291.0,4574.0,1776.0,2700.0,263.0
9803,2016,BUICK,CASCADA,CONVERTIBLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.29,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1913.0,1804.0,4741.0,1782.0,2706.0,260.0
9809,2016,HONDA,CIVIC,TWO DOOR COUPE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.2,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1336.0,1245.0,4454.0,1777.0,2702.0,280.0
9941,2017,MITSUBISHI,MIRAGE,FIVE DOOR HATCHBACK,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.24,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1001.0,922.0,3613.0,1648.0,2456.0,327.0
9947,2017,GMC,ACADIA,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.17,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2109.0,1932.0,4932.0,1910.0,2858.0,342.0
9963,2016,BUICK,ENVISION,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.18,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1980.0,1843.0,4681.0,1810.0,2752.0,289.0
9967,2017,CHEVROLET,CAMARO,TWO DOOR COUPE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.19,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1604.0,1508.0,4774.0,1896.0,2821.0,283.0
9971,2017,CHRYSLER,PACIFICA,MINIVAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.29,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2046.0,1956.0,5171.0,2022.0,3096.0,324.0
9974,2017,CADILLAC,XT5,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.79,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1973.0,1799.0,4819.0,1875.0,2856.0,308.0
9979,2017,FORD,F250 CREW CAB,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.97,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2932.0,2753.0,6346.0,2022.0,4058.0,326.0
9981,2017,TOYOTA,YARIS IA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.47,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1185.0,1102.0,4362.0,1693.0,2566.0,265.0
9985,2017,TOYOTA,COROLLA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.18,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1398.0,1316.0,4633.0,1763.0,2700.0,330.0
9988,2017,BUICK,LACROSSE,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.88,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1749.0,1638.0,5019.0,1833.0,2903.0,342.0
9993,2017,AUDI,A4,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.14,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1764.0,1578.0,4741.0,1822.0,2818.0,337.0
9994,2017,MERCEDES,E-CLASS,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.05,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1948.0,1763.0,4945.0,1860.0,2940.0,282.0
10004,2017,CHEVROLET,VOLT,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.58,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1695.0,1611.0,4586.0,1787.0,2694.0,256.0
10006,2017,FORD,F250 SUPERCAB,EXTENDED CAB PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.09,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2883.0,2705.0,6074.0,2030.0,3765.0,465.0
10033,2017,HONDA,RIDGELINE,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.44,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2106.0,1933.0,5332.0,1977.0,3182.0,346.0
10036,2017,NISSAN,TITAN,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.76,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2713.0,2539.0,5795.0,2005.0,3556.0,414.0
10037,2017,SMART,FORTWO,TWO DOOR COUPE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.74,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1104.0,988.0,2754.0,1630.0,1869.0,219.0
10044,2017,LEXUS,IS200t,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.49,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1781.0,1706.0,4680.0,1810.0,2800.0,359.0
10047,2017,NISSAN,FRONTIER,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.86,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2124.0,1944.0,5235.0,1780.0,3203.0,265.0
10051,2016,TOYOTA,PRIUS,FOUR DOOR SEDAN,VALIDATION NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.24,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1508.0,,4524.0,1759.0,2695.0,272.0
10052,2016,JEEP,PATRIOT,UTILITY VEHICLE,VALIDATION NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.27,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1595.0,,4429.0,1777.0,2640.0,361.0
10053,2016,FORD,EXPEDITION,UTILITY VEHICLE,VALIDATION NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.23,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2768.0,,5225.0,2030.0,3020.0,423.0
10059,2017,SUBARU,IMPREZA,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.23,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1485.0,1403.0,4624.0,1774.0,2675.0,314.0
10061,2017,HONDA,CR-V,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.24,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1586.0,1495.0,4578.0,1844.0,2660.0,337.0
10067,2017,FORD,FOCUS RS,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.05,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1663.0,1587.0,4384.0,1810.0,2649.0,398.0
10070,2017,HYUNDAI,ELANTRA,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.21,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1383.0,1293.0,4572.0,1775.0,2700.0,303.0
10073,2017,MAZDA,CX-5,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.66,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1617.0,1536.0,4553.0,1836.0,2698.0,308.0
10084,2017,TESLA,MODEL X,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.06,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2426.0,2335.0,4997.0,1920.0,2963.0,194.0
10093,2017,LINCOLN,CONTINENTAL,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.17,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2024.0,1910.0,5138.0,1866.0,2980.0,389.0
10130,2018,HONDA,ODYSSEY,MINIVAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.13,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2122.0,2013.0,5164.0,1963.0,3000.0,297.0
10135,2018,VOLKSWAGEN,ATLAS,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.55,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2112.0,1992.0,5020.0,1980.0,2979.0,344.0
10145,2018,TOYOTA,CAMRY HYBRID,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.94,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1709.0,1591.0,4865.0,1837.0,2824.0,347.0
10147,2018,CHEVROLET,EQUINOX,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.49,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1675.0,1495.0,4605.0,1840.0,2729.0,320.0
10152,2018,TOYOTA,C-HR,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.25,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1572.0,1497.0,4417.0,1767.0,2636.0,339.0
10155,2018,CHEVROLET,TRAVERSE,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.95,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2150.0,1967.0,5192.0,1953.0,3071.0,332.0
10158,2018,JEEP,COMPASS,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.72,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1554.0,1460.0,4355.0,1781.0,2623.0,294.0
10161,2018,TOYOTA,PRIUS C,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.67,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1252.0,1168.0,4061.0,1694.0,2550.0,289.0
10163,2018,FORD,F150 SUPERCAB,EXTENDED CAB PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.94,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2218.0,2040.0,5878.0,2030.0,3685.0,387.0
10166,2018,HYUNDAI,SANTA FE,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.38,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1990.0,1833.0,4907.0,1848.0,2800.0,377.0
10171,2018,FORD,F150 SUPERCREW,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.93,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2307.0,2128.0,5870.0,2030.0,3685.0,384.0
10173,2018,AUDI,Q5,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.57,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2048.0,1870.0,4667.0,1889.0,2819.0,374.0
10177,2018,BMW,X1,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.39,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1680.0,1567.0,4443.0,1823.0,2666.0,338.0
10179,2018,NISSAN,VERSA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.19,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1173.0,1085.0,4500.0,1700.0,2601.0,365.0
10182,2018,NISSAN,ARMADA,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.79,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2695.0,2518.0,5303.0,1994.0,3076.0,395.0
10184,2018,FORD,MUSTANG,TWO DOOR COUPE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.41,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1666.0,1591.0,4792.0,1821.0,2717.0,323.0
10188,2018,VOLKSWAGEN,TIGUAN,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.14,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1824.0,1709.0,4720.0,1840.0,2789.0,312.0
10192,2018,HONDA,ACCORD,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.34,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1508.0,1418.0,4889.0,1842.0,2830.0,337.0
10194,2018,MERCEDES,GLC CLASS,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.87,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1883.0,1748.0,4648.0,1842.0,2874.0,318.0
10314,2018,DODGE,DURANGO,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.19,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2272.0,2161.0,5080.0,1920.0,3049.0,382.0
10318,2018,CHEVROLET,BOLT,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.89,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1702.0,1515.0,4207.0,1756.0,2602.0,252.0
10322,2018,TOYOTA,SIENNA,MINIVAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.2,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2144.0,2039.0,5080.0,1990.0,3020.0,378.0
10324,2018,DODGE,GRAND CARAVAN,MINIVAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.68,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2105.0,2015.0,5154.0,1962.0,3074.0,394.0
10345,2018,FORD,EXPEDITION,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.7,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2619.0,2438.0,5348.0,2031.0,3105.0,321.0
10348,2018,MAZDA,CX-9,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.0,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1937.0,1828.0,5068.0,1948.0,2932.0,379.0
10352,2018,FORD,ECOSPORT,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.62,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1461.0,1382.0,4098.0,1722.0,2519.0,298.0
10354,2018,FORD,FIESTA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.54,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1238.0,1161.0,4403.0,1684.0,2494.0,293.0
10356,2018,NISSAN,ROGUE SPORT,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.61,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1571.0,1460.0,4376.0,1790.0,2645.0,324.0
10359,2018,DODGE,JOURNEY,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.08,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1884.0,1790.0,4881.0,1868.0,2888.0,410.0
10365,2019,ACURA,RDX,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.71,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1795.0,1708.0,4746.0,1900.0,2748.0,284.0
10385,2018,TESLA,MODEL 3,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.08,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1873.0,0.0,4654.0,1829.0,2879.0,174.0
10386,2019,HONDA,INSIGHT,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.11,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1440.0,1350.0,4570.0,1793.0,2700.0,342.0
10389,2019,SUBARU,ASCENT,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.04,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2104.0,2007.0,4994.0,1931.0,2888.0,468.0
10554,2018,NISSAN,TITAN,4 DOOR PICKUP,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.28,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2704.0,2525.0,5799.0,2005.0,3558.0,423.0
10558,2019,RAM,1500 CLASSIC QUAD,EXTENDED CAB PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.68,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2506.0,2329.0,5823.0,2014.0,3566.0,527.0
10568,2019,DODGE,DURANGO,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.29,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2277.0,2165.0,5085.0,1915.0,3050.0,401.0
10569,2019,NISSAN,FRONTIER,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.32,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2079.0,1901.0,5213.0,1779.0,3200.0,478.0
10627,2019,SUBARU,FORESTER,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.1,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1692.0,1582.0,4623.0,1815.0,2674.0,409.0
10637,2018,MITSUBISHI,OUTLANDER PHEV,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.28,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2011.0,1929.0,4690.0,1766.0,2670.0,360.0
10639,2019,DODGE,GRAND CARAVAN,MINIVAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.1,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2087.0,2002.0,5133.0,1958.0,3076.0,443.0
10640,2019,BMW,X5,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.22,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2248.0,2160.0,4900.0,2010.0,2975.0,344.0
10644,2019,HYUNDAI,SANTA FE,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.24,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1813.0,1632.0,4764.0,1884.0,2766.0,338.0
10649,2019,FORD,EDGE,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.22,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1931.0,1799.0,4796.0,1917.0,2842.0,392.0
10650,2019,TOYOTA,COROLLA,FIVE DOOR HATCHBACK,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.25,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1458.0,1369.0,4373.0,1770.0,2640.0,305.0
10655,2019,TOYOTA,AVALON,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.1,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1766.0,1643.0,4976.0,1836.0,2874.0,331.0
10657,2019,LEXUS,ES 350,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.19,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1802.0,1697.0,4977.0,1834.0,2870.0,333.0
10659,2019,AUDI,Q8,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.42,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2418.0,2237.0,4975.0,1996.0,2996.0,365.0
10661,2019,HYUNDAI,KONA,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.81,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1391.0,1301.0,4164.0,1776.0,2600.0,336.0
10662,2019,VOLKSWAGEN,JETTA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.26,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1488.0,1346.0,4704.0,1795.0,2684.0,317.0
10677,2019,NISSAN,MURANO,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.17,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1837.0,1725.0,4891.0,1915.0,2832.0,423.0
10684,2019,BMW,X3,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.42,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1947.0,1820.0,4699.0,1878.0,2862.0,324.0
